epoch,accuracy,loss,val_accuracy,val_loss
60,0.9244999885559082,0.20622089505195618,0.8489999771118164,0.4523313045501709
61,0.8989999890327454,0.23871497809886932,0.859000027179718,0.4583819508552551
62,0.9100000262260437,0.2121874839067459,0.8429999947547913,0.5312190055847168
63,0.9179999828338623,0.21601712703704834,0.8550000190734863,0.4311525821685791
64,0.9150000214576721,0.21696600317955017,0.8270000219345093,0.611579954624176
65,0.9154999852180481,0.22417610883712769,0.8489999771118164,0.4588792622089386
66,0.9160000085830688,0.19698727130889893,0.8360000252723694,0.6282351613044739
67,0.9129999876022339,0.2076605260372162,0.8550000190734863,0.47795552015304565
68,0.9204999804496765,0.20132647454738617,0.8289999961853027,0.8737185001373291
69,0.925000011920929,0.2012917399406433,0.8629999756813049,0.4668966233730316
70,0.9259999990463257,0.19124522805213928,0.8539999723434448,0.5360960364341736
71,0.9210000038146973,0.20561017096042633,0.8489999771118164,0.5096449851989746
72,0.9304999709129333,0.18204592168331146,0.8560000061988831,0.4714319109916687
73,0.9275000095367432,0.2058488130569458,0.843999981880188,0.4640567898750305
74,0.9359999895095825,0.18265366554260254,0.8610000014305115,0.44684264063835144
75,0.9355000257492065,0.17887267470359802,0.8500000238418579,0.47504693269729614
76,0.9334999918937683,0.18839672207832336,0.7689999938011169,1.2697681188583374
77,0.9394999742507935,0.1812153309583664,0.8619999885559082,0.48361676931381226
78,0.925000011920929,0.21257047355175018,0.8270000219345093,0.7433180212974548
79,0.940500020980835,0.16610102355480194,0.8510000109672546,0.5490390062332153
80,0.9340000152587891,0.1780381053686142,0.8600000143051147,0.5090559124946594
81,0.9275000095367432,0.18015925586223602,0.8420000076293945,0.500827968120575
82,0.9330000281333923,0.17210620641708374,0.8640000224113464,0.44216811656951904
83,0.9334999918937683,0.1803428828716278,0.8610000014305115,0.4239380657672882
84,0.9325000047683716,0.16657769680023193,0.8579999804496765,0.5963762998580933
85,0.9375,0.1649748980998993,0.8539999723434448,0.5973932147026062
86,0.9350000023841858,0.1805953085422516,0.8019999861717224,0.843278169631958
87,0.9275000095367432,0.19362230598926544,0.8610000014305115,0.5816228985786438
88,0.940500020980835,0.15502169728279114,0.8579999804496765,0.510331928730011
89,0.9490000009536743,0.14726370573043823,0.8679999709129333,0.556736946105957
90,0.9309999942779541,0.1901332587003708,0.8650000095367432,0.5766255259513855
91,0.9434999823570251,0.17000426352024078,0.8240000009536743,0.5923179388046265
92,0.9434999823570251,0.15886105597019196,0.8550000190734863,0.597980797290802
93,0.9415000081062317,0.16851437091827393,0.8309999704360962,0.799946665763855
94,0.9325000047683716,0.17684802412986755,0.8529999852180481,0.5329490900039673
95,0.9514999985694885,0.14582732319831848,0.871999979019165,0.4691280722618103
96,0.9424999952316284,0.15500400960445404,0.8679999709129333,0.5370133519172668
97,0.9419999718666077,0.15657086670398712,0.8450000286102295,0.5854917764663696
98,0.9465000033378601,0.14659550786018372,0.8100000023841858,0.8638197779655457
99,0.9409999847412109,0.14896510541439056,0.8059999942779541,0.8749796748161316
